"Page.Name";"disclaimer";"spend";"Number.of.Ads.in.Library";"Specific_Party_uncleaned";"Specific_Party";"Broad_Sector_uncleaned";"Broad_Sector";"Support_Type_uncleaned";"Support_Type";"FEC_registered";"CMT_ID";"CMTE_ST";"CMTE_DSGN";"CMTE_PTY_AFFILIATION";"ORG_TP";"CONNECTED_ORG_NM";"CAND_ID";"CMTE_TP"
"Amazon Prime Video";"AMAZON PRIME VIDEO";270180;1115;"NON-PARTISAN";"NONPARTISAN";"communications";"communications";"Political_Action_Commitees";"pac";"YES";"C00360354";"DC";"B";"";"C";"";"";"Q"
"Alek Skarlatos";"ALEK FOR OREGON";268825;179;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00715854";"OR";"P";"REP";"";"TAKE BACK OR-04 REPUBLICAN NOMINEE FUND 2020";"H0OR04107";"H"
"Joni Ernst Isn’t On Our Side";"DSCC";267611;260;"DEMOCRATIC";"DEMOCRATIC";"Party Committee";"Party";"Political_party_committees";"party committee";"YES";"C00042366";"DC";"U";"DEM";"";"";"";"Y"
"Win Black / Pa'lante";"FIGHT FOR THE BASE";267580;613;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"?";"other";"NO";"";"";"";"";"";"";"";""
"L.A. County Registrar-Recorder";"LOS ANGELES COUNTY REGISTRAR-RECORDER/COUNTY CLERK";266909;615;"NON-PARTISAN";"NONPARTISAN";"civil service";"civil service";"state";"government";"NO";"";"";"";"";"";"";"";""
"Count MI Vote";"COUNT MI VOTE";266239;432;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"?";"other";"NO";"";"";"";"";"";"";"";""
"A Better Wisconsin Together";"A BETTER WISCONSIN TOGETHER, INC.";265498;1141;"DEMOCRATIC";"DEMOCRATIC";"region";"region";"501(c)(4)";"50x";"NO";"";"-";"-";"-";"-";"-";"-";"-"
"Schools & Communities First";"SCHOOLS AND COMMUNITIES FIRST";265196;71;"DEMOCRATIC";"DEMOCRATIC";"civil rights";"civil rights";"Corporation_and_Labor_special_funds";"corporation/labor";"YES";"C30003206";"CA";"U";"";"";"";"";"E"
"Fair Fight Action";"FAIR FIGHT";264552;148;"DEMOCRATIC";"DEMOCRATIC";"Ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00693515";"GA";"U";"";"";"NONE";"";"V"
"Mike Espy";"MIKE ESPY FOR SENATE CAMPAIGN COMMITTEE";264417;1395;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00675884";"MS";"P";"DEM";"";"";"S8MS00287";"S"
"We Make Michigan";"THE STORY OF US";263926;93;"DEMOCRATIC";"DEMOCRATIC";"Ideology";"Ideology/Single Issue";"?";"other";"NO";"";"";"";"";"";"";"";""
"Mercy Corps";"MERCY CORPS";263076;1121;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"Ammar Campa-Najjar for Congress";"AMMAR CAMPA-NAJJAR FOR CONGRESS";262511;520;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00635888";"CA";"P";"DEM";"";"AMMAR CAMPA-NAJJAR VICTORY FUND";"H8CA50098";"H"
"More Than A Vote";"MORE THAN A VOTE, INC";262447;39;"?";"NONPARTISAN";"?";"other";"501(c)(4)";"50x";"NO";"";"";"";"";"";"";"";""
"Trump For North Carolina";"DONALD J. TRUMP FOR PRESIDENT, INC.";261389;5521;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00580100";"NY";"P";"REP";"";"";"P80001571";"P"
"YES on 108";"YES FOR A HEALTHY FUTURE";260626;293;"NON-PARTISAN";"NONPARTISAN";"law";"law";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"The Wilderness Society Action Fund";"THE WILDERNESS SOCIETY ACTION FUND";258218;102;"DEMOCRATIC";"DEMOCRATIC";"Climate";"Ideology/Single Issue";"501(c)(4)";"50x";"YES";"C90018177";"DC";"U";"";"";"";"";"I"
"Climate Vote MN";"CLIMATE VOTE MN";258208;179;"DEMOCRATIC";"DEMOCRATIC";"Climate";"Ideology/Single Issue";"501c3";"50x";"NO";"";"";"";"";"";"";"";""
"North Carolina: To Be Safe, Vote Early";"DSCC";257930;177;"DEMOCRATIC";"DEMOCRATIC";"Party Committee";"Party";"Political_party_committees";"party committee";"YES";"C00042366";"DC";"U";"DEM";"";"";"";"Y"
"Elise Stefanik";"ELISE FOR CONGRESS";257233;330;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00547893";"NY";"P";"REP";"";"AMERICANS UNITED FOR FREEDOM";"H4NY21079";"H"
"The Wilderness Society";"WILDERNESS SOCIETY, THE";257047;2529;"DEMOCRATIC";"DEMOCRATIC";"Climate";"Ideology/Single Issue";"501(c)(4) ";"50x";"YES";"C90018177";"DC";"U";"";"";"";"";"I"
"Joe Cunningham";"JOE CUNNINGHAM FOR CONGRESS";255307;174;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00650507";"SC";"P";"DEM";"";"CUNNINGHAM VICTORY FUND 2020";"H8SC01116";"H"
"The Old North State Republicans";"REPUBLICAN NATIONAL COMMITTEE";255150;2416;"REPUBLICAN";"REPUBLICAN";"Party Committee";"Party";"Political_party_committees";"party committee";"YES";"C00003418";"DC";"U";"REP";"";"COLORADO TRUMP VICTORY";"";"Y"
"Chicks On The Right";"CHICKS ON THE RIGHT";253567;397;"REPUBLICAN";"REPUBLICAN";"communications";"communications";"?";"other";"NO";"";"";"";"";"";"";"";""
"Tina Smith";"TINA SMITH FOR MINNESOTA";252235;1402;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00663781";"MN";"P";"DEM";"";"TINA SMITH VICTORY";"S8MN00578";"S"
"Republican State Leadership Committee";"REPUBLICAN STATE LEADERSHIP COMMITTEE";250044;641;"REPUBLICAN";"REPUBLICAN";"Party Committee";"Party";"Political_party_committees";"party committee";"YES";"C30002067";"DC";"U";"";"";"";"";"E"
"MJ Hegar";"MJ FOR TEXAS";249671;373;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00649350";"TX";"P";"DEM";"";"";"S0TX00233";"S"
"Progress Florida Education Institute";"PROGRESS FLORIDA EDUCATION INSTITUTE, INC.";249503;36;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"Political_Action_Commitees";"pac";"YES";"C00042366";"DC";"U";"DEM";"";"";"";"Y"
"Steve Daines Follows The Money";"DSCC";249087;335;"DEMOCRATIC";"DEMOCRATIC";"Party Committee";"Party";"Political_party_committees";"party committee";"YES";"C00042366";"DC";"U";"DEM";"";"";"";"Y"
"CA Family Farmers Against Prop 15";"FAMILY FARMERS AGAINST PROP 15 – STOP HIGHER FOOD TAXES";248973;216;"NON-PARTISAN";"NONPARTISAN";"Ideology/Single Issue";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"NO";"";"";"";"";"";"";"";""
"United Association";"UNITED ASSOCIATION POLITICAL EDUCATION COMMITTEE";248782;330;"DEMOCRATIC";"DEMOCRATIC";"Labor";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"NO";"";"";"";"";"";"";"";""
"Andy Kim for Congress";"ANDY KIM FOR CONGRESS";247668;613;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00648220";"NJ";"P";"DEM";"";"MAINTAINING A MAJORITY";"H8NJ03206";"H"
"Project Pulso";"PROJECT PULSO";247239;1585;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"Voter Protection Program";"PROGRESSIVE STATE LEADERS COMMITTEE";246388;17;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"501(c)(4)";"50x";"NO";"";"";"";"";"";"";"";""
"Hunt The Vote";"HUNTER NATION, INC";245744;164;"REPUBLICAN";"REPUBLICAN";"Ideology/Single Issue";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00762815";"VA";"U";"";"";"";"";"O"
"Kirsten Gillibrand";"OFF THE SIDELINES";245617;152;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00525600";"DC";"D";"";"";"GILLIBRAND";"";"Q"
"The Movement for Black Lives";"MOVEMENT FOR BLACK LIVES";245383;119;"DEMOCRATIC";"DEMOCRATIC";"civil rights";"civil rights";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"The Southern Strategy";"SOUTHERN STRATEGY";244498;517;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"Political_Action_Commitees";"pac";"YES";"C00752469";"DC";"U";"";"";"";"";"O"
"Michigan Votes Trump Out";"TECH FOR CAMPAIGNS";244382;235;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00636027";"CA";"U";"";"";"NONE";"";"V"
"Environmental Defense Fund";"ENVIRONMENTAL DEFENSE FUND";243843;1023;"DEMOCRATIC";"DEMOCRATIC";"Climate";"Ideology/Single Issue";"501(c)(3)";"50x";"YES";"C90014895";"DC";"U";"";"";"";"";"I"
"Jo Jorgensen";"JO JORGENSEN FOR PRESIDENT";242217;644;"LIBERTARIAN";"LIBERTARIAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00718031";"SC";"P";"LIB";"";"NONE";"P00013524";"P"
"Great Lakes State Republicans";"REPUBLICAN NATIONAL COMMITTEE";242000;1393;"REPUBLICAN";"REPUBLICAN";"Party Committee";"Party";"Political_party_committees";"party committee";"YES";"C00003418";"DC";"U";"REP";"";"COLORADO TRUMP VICTORY";"";"Y"
"LCV Victory Fund";"LCV VICTORY FUND, 202-785-8683, AND PRIORITIES USA ACTION, 202-455-8428, AND NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE’S COMMITTEE.";241982;283;"DEMOCRATIC";"DEMOCRATIC";"Ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00486845";"DC";"U";"";"";"";"";"O"
"Jim Jordan for Congress";"JIM JORDAN FOR CONGRESS";241778;250;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00416594";"OH";"P";"REP";"";"BUCKEYE VICTORY FUND";"H6OH04082";"H"
"Community Change Action";"CENTER FOR COMMUNITY CHANGE ACTION";240602;1320;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"501(c)(4)";"50x";"NO";"";"";"";"";"";"";"";""
"CatholicVote";"CATHOLICVOTE.ORG";239871;328;"NON-PARTISAN";"NONPARTISAN";"ideology";"Ideology/Single Issue";"501(c)(4)";"50x";"YES";"C00411181";"WI";"U";"";"M";"CATHOLICVOTE.ORG";"";"Q"
"Republican Party of Florida";"REPUBLICAN PARTY OF FLORIDA";239296;70;"REPUBLICAN";"REPUBLICAN";"Party Committee";"Party";"Political_party_committees";"party committee";"YES";"C00099259";"FL";"U";"REP";"";"RUBIO VICTORY COMMITTEE";"";"Y"
"Campus Vote Project";"FAIR ELECTIONS CENTER";238727;316;"NON-PARTISAN";"NONPARTISAN";"civil service";"civil service";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"New Approach Montana";"NEW APPROACH MONTANA";238720;207;"NON-PARTISAN";"NONPARTISAN";"single issue";"Ideology/Single Issue";"Political_party_committees";"party committee";"NO";"";"";"";"";"";"";"";""
"NARAL Pro-Choice America";"NARAL FREEDOM FUND";237740;93;"DEMOCRATIC";"DEMOCRATIC";"civil rights";"civil rights";"Political_Action_Commitees";"pac";"YES";"C00738674";"DC";"U";"";"";"NONE";"";"O"
"BuzzFeed";"BIDEN FOR PRESIDENT";237361;224;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00703975";"PA";"P";"DEM";"";"BIDEN VICTORY FUND";"P80000722";"P"
"Clueless Cal";"NRSC";236663;357;"REPUBLICAN";"REPUBLICAN";"Party Committee";"Party";"Political_party_committees";"party committee";"YES";"C00027466";"DC";"U";"REP";"";"YOUNG VICTORY COMMITTEE";"S4AK00214";"Y"
"Lucy McBath for Congress";"FRIENDS OF LUCY MCBATH";236532;130;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00672295";"GA";"P";"DEM";"";"NADLER VICTORY FUND";"H8GA06393";"H"
"Red, Wine, & Blue";"RED WINE AND BLUE";235590;103;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00724559";"OH";"U";"";"";"";"";"N"
"Ben Shapiro";"THE DAILY WIRE";234424;107;"REPUBLICAN";"REPUBLICAN";"communications";"communications";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"Republicans & Independents for Biden";"THE LINCOLN PROJECT";234287;216;"ANTI-REPUBLICAN";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00725820";"DC";"U";"";"";"";"";"O"
"Secretary Katie Hobbs";"OFFICE OF THE ARIZONA SECRETARY OF STATE";233700;53;"NON-PARTISAN";"NONPARTISAN";"civil service";"civil service";"state";"government";"NO";"";"";"";"";"";"";"";""
"Working Families Party";"WORKING FAMILIES ORGANIZATION, INC";233221;190;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"501(c)(4)";"50x";"NO";"";"";"";"";"";"";"";""
"Pacifico Beer";"CONSTELLATION BRANDS, INC.";232602;8;"NON-PARTISAN";"NONPARTISAN";"alcohol";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00304832";"NY";"U";"";"C";"NONE";"";"Q"
"The Board of Elections in the City of New York";"BOARD OF ELECTIONS IN THE CITY OF NEW YORK";232180;82;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"state";"government";"NO";"";"";"";"";"";"";"";""
"Working People's Platform";"SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION)";230716;257;"NON-PARTISAN";"NONPARTISAN";"civil service";"civil service";"501(c)(4)";"50x";"YES";"";"";"";"";"";"";"";""
"Secretary Katie Hobbs";"OFFICE OF THE ARIZONA SECRETARY OF STATE";229685;39;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"state";"government";"NO";"";"";"";"";"";"";"";""
"The New Florida Majority";"WIN JUSTICE";228661;114;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00672394";"DC";"U";"";"";"NONE";"";"O"
"Where They Stand Texas";"FORWARD MAJORITY ACTION TEXAS";228637;437;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00631549";"DC";"U";"";"";"";"";"O"
"For Our Future WI";"FOR OUR FUTURE";228587;889;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00620971";"DC";"U";"";"";"";"";"O"
"FLIC Votes";"WIN JUSTICE";227717;76;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00672394";"DC";"U";"";"";"NONE";"";"O"
"John Neely Kennedy";"JOHN KENNEDY FOR US, INC";227179;33;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00608398";"LA";"P";"REP";"";"KENNEDY VICTORY COMMITTEE";"S4LA00065";"S"
"Keeping America Great Again";"RIGHTWINGGEAR.COM";227129;25;"REPUBLICAN";"REPUBLICAN";"merchandize";"merchandize";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"Natural Allies for a Clean Energy Future";"NATURAL ALLIES, INC.";227072;314;"NON-PARTISAN";"NONPARTISAN";"Ideology/Single Issue";"Ideology/Single Issue";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"The USA Needs More Patriots";"ANTHONY ALEXANDER MORALES";226170;32;"REPUBLICAN";"REPUBLICAN";"ideology";"Ideology/Single Issue";"?";"other";"NO";"";"";"";"";"";"";"";""
"DefendArizona";"DEFEND ARIZONA. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE.";225836;202;"REPUBLICAN";"REPUBLICAN";"single issue";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"NO";"";"";"";"";"";"";"";""
"Southern Poverty Law Center";"SPLC ACTION FUND";224784;42;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"501(c)(3) ";"50x";"YES";"C90020496";"AL";"U";"";"";"";"";"I"
"Illinois Rising Action";"ILLINOIS RISING ACTION";224414;230;"REPUBLICAN";"REPUBLICAN";"Ideology";"Ideology/Single Issue";"501(c)(4)";"50x";"NO";"";"";"";"";"";"";"";""
"Cory Gardner";"CORY GARDNER FOR SENATE";223862;203;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00492454";"CO";"P";"REP";"";"GARDNER FOR COLORADO";"S4CO00395";"S"
"54 Peaks";"SMP";223637;16;"DEMOCRATIC";"DEMOCRATIC";"Ideology/Single Issue";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00484642";"DC";"U";"";"";"";"";"O"
"Dems For USA";"DEMS FOR USA";223618;489;"DEMOCRATIC";"DEMOCRATIC";"Ideology";"Ideology/Single Issue";"?";"other";"NO";"";"";"";"";"";"";"";""
"No Prop 208";"ARIZONANS FOR GREAT SCHOOLS AND A STRONG ECONOMY";222824;97;"REPUBLICAN";"REPUBLICAN";"Ideology/Single Issue";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"NO";"";"";"";"";"";"";"";""
"Planned Parenthood Advocates of Wisconsin";"PLANNED PARENTHOOD ADVOCATES OF WISCONSIN";222025;749;"DEMOCRATIC";"DEMOCRATIC";"civil rights";"civil rights";"501(c)(4)";"50x";"YES";"C90016510";"WI";"U";"";"";"";"";"I"
"I Love My Freedom";"I LOVE MY FREEDOM";221792;621;"REPUBLICAN";"REPUBLICAN";"merchandize";"merchandize";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"American AF";"AAF NATION";221749;255;"REPUBLICAN";"REPUBLICAN";"merchandize";"merchandize";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"Michigan Democratic Party";"THE MICHIGAN DEMOCRATIC PARTY";219141;278;"DEMOCRATIC";"DEMOCRATIC";"Party Committee";"Party";"Political_party_committees";"party committee";"YES";"C00544833";"MI";"U";"DEM";"";"";"";"Y"
"SEIU Nevada";"SEIU POLITICAL AND EDUCATION ACTION FUND, SEIU.ORG. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE.";217553;235;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00004036";"DC";"B";"";"L";"SERVICE EMPLOYEES INTERNATIONAL UNION";"";"Q"
"GUNVOTE";"NATIONAL SHOOTING SPORTS FOUNDATION";217140;62;"NON-PARTISAN";"NONPARTISAN";"Ideology/Single Issue";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00480863";"DC";"B";"";"T";"NATIONAL SHOOTING SPORTS FOUNDATION, INC.";"";"Q"
"CA Justice & Public Safety";"CA JUSTICE & PUBLIC SAFETY: COMMITTEE TO SUPPORT GEORGE GASCÓN FOR LOS ANGELES DISTRICT ATTORNEY 2020";217056;22;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"NO";"";"";"";"";"";"";"";""
"Brennan Center for Justice at NYU Law";"WILLIAM J BRENNAN JR CENTER FOR JUSTICE INC";216327;281;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"iAmerica";"SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION)";216252;76;"NON-PARTISAN";"NONPARTISAN";"civil service";"civil service";"Political_Action_Commitees";"pac";"YES";"";"";"";"";"";"";"";""
"Harley Rouda";"HARLEY ROUDA FOR CONGRESS";215774;105;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00633982";"CA";"P";"DEM";"";"ROUDA VICTORY FUND";"H8CA48035";"H"
"Sara Gideon Facts";"THE NRSC AND NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE.";215333;1353;"REPUBLICAN";"REPUBLICAN";"Party Committee";"Party";"Political_party_committees";"party committee";"YES";"C00027466";"DC";"U";"REP";"";"YOUNG VICTORY COMMITTEE";"S4AK00214";"Y"
"Let America Vote";"LET AMERICA VOTE PAC";214674;1424;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"Political_Action_Commitees";"pac";"YES";"C00632398";"DC";"U";"";"";"";"";"Q"
"Invest in Education Arizona";"INVEST IN EDUCATION. (SPONSORED BY AEA AND STAND FOR CHILDREN). NOT AUTHORIZED BY ANY CANDIDATE.";214653;313;"NON-PARTISAN";"NONPARTISAN";"education";"civil rights";"501(C)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"Wesley Hunt";"HUNT FOR CONGRESS";213718;125;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00608737";"WV";"P";"DEM";"";"NONE";"H0WV02104";"H"
"Elaine Luria for Congress";"ELAINE FOR CONGRESS";212988;199;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00664375";"VA";"P";"DEM";"";"LURIA VICTORY FUND";"H8VA02111";"H"
"Good Jobs MT";"GOOD JOBS MT";212883;94;"DEMOCRATIC";"DEMOCRATIC";"region";"region";"?";"other";"NO";"";"-";"-";"-";"-";"-";"-";"-"
"Patriots Republic";"MATTHEW JAMES STINE";212601;9628;"REPUBLICAN";"REPUBLICAN";"merchandize";"merchandize";"other";"other";"NO";"";"";"";"";"";"";"";""
"Team Biden Harris";"BIDEN VICTORY FUND";211342;1129;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00744946";"DC";"J";"";"";"NONE";"";"N"
"Wisconsin Votes Trump Out";"TECH FOR CAMPAIGNS";211328;295;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00636027";"CA";"U";"";"";"NONE";"";"V"
"Team Biden";"BIDEN VICTORY FUND";210793;1050;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00744946";"DC";"J";"";"";"NONE";"";"N"
"No on Prop 22";"NO ON PROP 22, COALITION TO PROTECT RIDERS AND DRIVERS SPONSORED BY CA LABOR. COMMITTEE MAJOR FUNDING FROM INTERNATIONAL BROTHERHOOD OF TEAMSTERS SERVICE EMPLOYEES INTERNATIONAL UNION UNITED HEALTHCARE WORKERS WEST STATE BUILDING AND CONSTRUCTION TRADES COUNCIL OF CALIFORNIA";210736;127;"DEMOCRATIC";"DEMOCRATIC";"Labor";"law";"?";"other";"NO";"";"";"";"";"";"";"";""
"Community Change Action";"COMMUNITY CHANGE VOTERS";210039;280;"DEMOCRATIC";"DEMOCRATIC";"civil rights";"civil rights";"Political_Action_Commitees";"pac";"YES";"C00612820";"DC";"U";"";"";"CENTER FOR COMMUNITY CHANGE ACTION";"";"O"
"Texas Public Policy Foundation";"TEXAS PUBLIC POLICY FOUNDATION";209699;1648;"REPUBLICAN";"REPUBLICAN";"ideology";"Ideology/Single Issue";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"Young Kim";"YOUNG KIM FOR CONGRESS";209137;175;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00665638";"CA";"P";"REP";"";"KIM VICTORY FUND";"H8CA39240";"H"
"Democratic Majority for Israel";"DMFI PAC";208979;284;"DEMOCRATIC";"DEMOCRATIC";"civil rights";"civil rights";"Political_Action_Commitees";"pac";"YES";"C00710848";"DC";"U";"";"";"";"";"W"
"Eric Holcomb";"ERIC HOLCOMB FOR INDIANA";208183;329;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"NO";"";"";"";"";"";"";"";""
"Alliance Defending Freedom";"ALLIANCE DEFENDING FREEDOM";207557;1435;"NON-PARTISAN";"NONPARTISAN";"religion";"Ideology/Single Issue";"501(C)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"Stand for the 2nd Amendment";"SFT2 TACTICAL SUPPLY";207537;278;"NON-PARTISAN";"NONPARTISAN";"merchandize";"merchandize";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"Abigail Spanberger";"SPANBERGER FOR CONGRESS";207476;384;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00649913";"VA";"P";"DEM";"";"NADLER VICTORY FUND";"H8VA07094";"H"
"USA for UNHCR";"UNITED STATES ASSOCIATION FOR UNHCR";207269;2850;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"501(c) (3)";"50x";"NO";"";"";"";"";"";"";"";""
"All Voters Vote";"I LOVE MY FREEDOM";206249;74;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"Political_Action_Commitees";"pac";"NO";"";"";"";"";"";"";"";""
"I Love My Freedom Store";"";206154;468;"REPUBLICAN";"REPUBLICAN";"merchandize";"merchandize";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"Christina Hale";"HOOSIERS FOR HALE";205903;949;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00711887";"IN";"P";"DEM";"";"SERVE AMERICA VICTORY FUND";"H0IN05219";"H"
"Vote Blue 2020";"BIDEN VICTORY FUND";205231;1165;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00744946";"DC";"J";"";"";"NONE";"";"N"
"Joe Biden for President";"BIDEN VICTORY FUND";205169;1414;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00744946";"DC";"J";"";"";"NONE";"";"N"
